URL,status_code,relevant
https://goodvibesyoga.squarespace.com/trainings/anatomy-training-the-12-troublemakers,200.0,False
https://healthtinity.com/hot-yoga-classes-near-me-singapore/,202.0,False
https://healoxfordwellbeing.co.uk/therapeutic-massage-pain-relief-oxford/,404.0,False
https://haumsf.com/project/drew-kindred-turley-bio/,200.0,True
https://dancersgroup.org/2024/06/lydia-clinton-4-week-intro-to-jazz-fundamentals/,404.0,False
https://green-wedge.squarespace.com/schedule,200.0,True
https://habitualhealthcollective.squarespace.com/classes,200.0,True
https://hamontyogastudio.com/,200.0,True
https://heartstreamyoga.com/current-happenings,200.0,True
https://grouper-papaya-9pmy.squarespace.com/events/blog-post-title-two-sby5n-ynpt6,200.0,True
https://heartandsoulpilates.com/instructors,200.0,False
https://halibut-reindeer-sa6h.squarespace.com/classes,200.0,False
https://half-moon-yoga.squarespace.com/,200.0,True
https://guitar-vuvuzela-sz5p.squarespace.com/events,200.0,False
https://hausofglassdance.squarespace.com/,200.0,False
https://gopiyogacenter.com/,200.0,True
https://greeninkradio.squarespace.com/schaefer-farm-yoga,200.0,True
https://halibut-iris-z85c.squarespace.com/events/yoga-nidra-24-07-30,200.0,True
https://harp-tambourine-wf7y.squarespace.com/services-1,200.0,True
https://global-rank.pages.dev/10/wJAeUQLTjn,200.0,False
https://guava-elk.squarespace.com/new-blog/tag/%23blindadventure,200.0,False
https://gypseaair.squarespace.com/teacher-training-2,404.0,False
https://grey-harpsichord-yre6.squarespace.com/bylpodcast/episode161,200.0,True
https://ground-to-shine.squarespace.com/allcourses,200.0,True
https://heartalchemyhealing.com/events/relaxation-breathwork-moving-galaxy,200.0,True
https://heart-head-hands.com/category/emotional-literacies/page/10/,200.0,False
https://himalayayogaonline.com/members/,200.0,True
https://guava-sailfish-nmnd.squarespace.com/class-packages,200.0,False
https://holycore.co/services,404.0,False
https://h2movement.com/product/yoga-for-caregivers/,200.0,True
https://herring-cymbals-rxc6.squarespace.com/pricing,200.0,True
https://havenyogastudio.com.au/classes-barre-pilates-yoga-yin-classes-sunshine-coast-buderim-studio,404.0,False
https://hellawellwithdanielle.com/,200.0,True
https://hiromiakiyama.com/akashic-therapy,200.0,False
https://hexagon-bluebird-rkx5.squarespace.com/1on1session,200.0,False
https://hotonyoga.com/colorado-springs-co/cos-live-class-schedule/,200.0,True
https://hotyogamassage.com/200-hour-ryt-2020/,200.0,True
https://inpools.com.au/home/,,False
https://humancompass.co.uk/pricing/,200.0,False
https://hexahedron-tambourine-6l3p.squarespace.com/schedule,200.0,True
https://getinshapeforwomen.com/gisfw-westborough/,200.0,False
https://growingharmonywithin.com/OldPsychodramWorkshop.html,200.0,False
https://heron-reed-ryab.squarespace.com/shamanic-soundscapes-june-23,404.0,False
https://jajacircus.com/adult-16%2B-classes,200.0,False
https://herrontownwoods.squarespace.com/events/yoga-2024jun29,200.0,True
https://houseofprana.com/timetable/,200.0,False
